project_id,cluster,namespace,ingress,deploy_type,spinnaker_app,spinnaker_cluster,helm_release,helm_chart,helm_chart_artifact,evidence,hosts,source_repo
staging-234557,cluster-staging,connect,rdstation-albato-pipedrive-com,outros,,,,,,,albato-pipedrive-staging.rdstation.com,
staging-234557,cluster-staging,connect,rdstation-albato-pipedrive-com-br,outros,,,,,,,albato-pipedrive-staging.rdstation.com.br,
staging-234557,cluster-staging,connect,rdstation-albato-salesforce-com,outros,,,,,,,albato-salesforce-staging.rdstation.com,
staging-234557,cluster-staging,connect,rdstation-albato-salesforce-com-br,manual,,,,,,lens/freelens,albato-salesforce-staging.rdstation.com.br,
staging-234557,cluster-staging,connect,rdstation-albato-shopify-com,outros,,,,,,,albato-shopify-staging.rdstation.com,
staging-234557,cluster-staging,connect,rdstation-albato-shopify-com-br,outros,,,,,,,albato-shopify-staging.rdstation.com.br,
staging-234557,cluster-staging,connect,rdstation-albato-vtex-com,outros,,,,,,,albato-vtex-staging.rdstation.com,
staging-234557,cluster-staging,connect,rdstation-albato-vtex-com-br,outros,,,,,,,albato-vtex-staging.rdstation.com.br,
staging-234557,cluster-staging,connect,rdstation-api,outros,,,,,,,rdstation-api-staging.rdstation.com.br,
staging-234557,cluster-staging,connect,webhook-service-api,spinnaker+helm-rails,webhook-service-connect,ingress webhook-service-api,,,rails-0.5.1.tgz,rails-style,webhook-service-api-staging.rdops.systems,https://github.com/ResultadosDigitais/webhook-service
staging-234557,cluster-staging,contact-mgmt,api-predictive-lead-scoring,spinnaker+manifesto,api-predictive-lead-scoring,ingress api-predictive-lead-scoring,,,,api-predictive-lead-scoring,apipredictiveleadscoring.staging.rdops.systems,
staging-234557,cluster-staging,contact-mgmt,api-predictive-sending-web,spinnaker+manifesto,api-predictive-sending,ingress api-predictive-sending-web,,,,api-predictive-sending,apipredictivesending.staging.rdops.systems,
staging-234557,cluster-staging,contact-mgmt,cdp,spinnaker+manifesto,cdp,ingress cdp,,,,cdp,cdp-staging.rd.services,https://github.com/ResultadosDigitais/cdp-kubernetes-config
staging-234557,cluster-staging,contact-mgmt,cdp-core,outros,,,,,,,cdp-core-staging.rd.services,
staging-234557,cluster-staging,contact-mgmt,clustering-engine,outros,,,,,,,clustering-engine-staging.rd.services,
staging-234557,cluster-staging,contact-mgmt,clustering-engine-elasticsearch,outros,,,,,,,clustering-engine-elasticsearch.staging.rdops.systems,
staging-234557,cluster-staging,contact-mgmt,event-api-internal,spinnaker+manifesto,event-api,ingress event-api-internal,,,,event-api,event-api.staging.rd.services,https://github.com/ResultadosDigitais/cdp-kubernetes-config
staging-234557,cluster-staging,contact-mgmt,leads-pls-worker,outros,,,,,,,leadsplsworker.staging.rdops.systems,
staging-234557,cluster-staging,contact-mgmt,sending-predictions-pls-worker,spinnaker+manifesto,sending-predictions-pls-worker,ingress sending-predictions-pls-worker,,,,sending-predictions-pls-worker,sendingpredictionsplsworker.staging.rdops.systems,
staging-234557,cluster-staging,convert,certmanager-internal,spinnaker+manifesto,certmanager,ingress certmanager-internal,,,,certmanager,certmanager-internal.staging.rdops.systems,
staging-234557,cluster-staging,convert,city-api,outros,,,,,,,cidades-staging.rdstation.com.br,
staging-234557,cluster-staging,convert,form-integrations-api,manual,,,,,,lens/freelens,form-integrations-staging.rd.services,
staging-234557,cluster-staging,convert,form-integrations-api-internal,spinnaker+manifesto,form,ingress form-integrations-api-internal,,,,form,form-integrations-api-internal.staging.rdops.systems,
staging-234557,cluster-staging,convert,gyruss,outros,,,,,,,event-api-staging.rdstation.com.br,
staging-234557,cluster-staging,convert,gyruss-rdops-systems,spinnaker+manifesto,gyruss,ingress gyruss-rdops-systems,,,external-secret-0.1.1.tgz,gyruss,gyruss-staging.rdops.systems,https://github.com/ResultadosDigitais/helm
staging-234557,cluster-staging,convert,rd-social-conversion,spinnaker+manifesto,rd-social-conversion,ingress rd-social-conversion,,,,rd-social-conversion,rd-social-conversion-stg.rdstation.com.br,
staging-234557,cluster-staging,crm-es-upgrade,kibana-crm,spinnaker+helm-rails,crm,ingress kibana-crm,,,eck-elasticsearch-0.3.0.tgz,rails-style,kibana-crm.staging-poc.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,crm-aws-index-html,spinnaker+manifesto,crm,ingress crm-aws-index-html,,,eck-elasticsearch-0.3.0.tgz,crm,crm-staging.rdstation.com,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,crm-elastic,spinnaker+helm-rails,,,,,,rails-style,crm-elastic.staging.rdops.systems,
staging-234557,cluster-staging,crm,elasticsearch-crm,spinnaker+helm-rails,crm,ingress elasticsearch-crm,,,eck-elasticsearch-0.3.0.tgz,rails-style,elasticsearch-crm.staging.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,kibana-crm,spinnaker+helm-rails,crm,ingress kibana-crm,,,eck-elasticsearch-0.3.0.tgz,rails-style,kibana-crm.staging.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,sidekiq-okta-oauth,spinnaker+helm-rails,crm,ingress sidekiq-okta-oauth,,,eck-elasticsearch-0.3.0.tgz,rails-style,crm-staging.rdstation.com,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,web,spinnaker+helm-rails,crm,ingress web,,,eck-elasticsearch-0.3.0.tgz,rails-style,crm-staging.rdstation.com,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,web-canary,spinnaker+helm-rails,rds-crm,ingress web-canary,,,,rails-style,crm-staging.rdstation.com,
staging-234557,cluster-staging,crm,web-internal,spinnaker+helm-rails,crm,ingress web-internal,,,eck-elasticsearch-0.3.0.tgz,rails-style,crm.staging.rdops.systems,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,web-internal-v2,spinnaker+helm-rails,crm,ingress web-internal-v2,,,eck-elasticsearch-0.3.0.tgz,rails-style,crm-api-v2.staging.rdops.systems,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,web-sidekiq-oauth,spinnaker+helm-rails,crm,ingress web-sidekiq-oauth,,,eck-elasticsearch-0.3.0.tgz,rails-style,crm-staging.rdstation.com,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,crm,web-whitelist,spinnaker+helm-rails,crm,ingress web-whitelist,,,eck-elasticsearch-0.3.0.tgz,rails-style,crm.staging.rdops.systems,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,default,teste-ingress,outros,,,,,,,teste.matheus.com,
staging-234557,cluster-staging,default,teste2-ingress,outros,,,,,,,teste2.matheus.com,
staging-234557,cluster-staging,devexp,backstage,spinnaker+helm-rails,backstage,ingress backstage,,,rails-0.5.3.tgz,rails-style,backstage.staging.rdops.systems,https://github.com/resultadosdigitais/rds-crm
staging-234557,cluster-staging,devexp,backstage-bot-api,spinnaker+helm-rails,backstage,ingress backstage-bot-api,,,rails-0.5.3.tgz,rails-style,backstage.staging.rdops.systems,https://github.com/resultadosdigitais/rds-crm
staging-234557,cluster-staging,devexp,backstage-entities-api,spinnaker+helm-rails,,,,,,rails-style,backstage-internal.staging.rdops.systems,
staging-234557,cluster-staging,devexp,backstage-git-api,spinnaker+helm-rails,backstage,ingress backstage-git-api,,,rails-0.5.3.tgz,rails-style,backstage.staging.rdops.systems,https://github.com/resultadosdigitais/rds-crm
staging-234557,cluster-staging,devexp,backstage-oauth,spinnaker+helm-rails,backstage,ingress backstage-oauth,,,rails-0.5.3.tgz,rails-style,backstage.staging.rdops.systems,https://github.com/resultadosdigitais/rds-crm
staging-234557,cluster-staging,devexp,backstage-rollbar-api,spinnaker+helm-rails,,,,,,rails-style,backstage.staging.rdops.systems,
staging-234557,cluster-staging,devexp,backstage-subscribe-github,spinnaker+helm-rails,backstage,ingress backstage-subscribe-github,,,rails-0.5.3.tgz,rails-style,backstage.staging.rdops.systems,https://github.com/resultadosdigitais/rds-crm
staging-234557,cluster-staging,devexp,circle-ci-metrics-extractor,spinnaker+helm-rails,circle-ci-metrics-extractor,ingress circle-ci-metrics-extractor,,,rails-0.5.3.tgz,rails-style,circle-ci-metrics-extractor.staging.rdops.systems,https://github.com/resultadosdigitais/circle-ci-metrics-extractor
staging-234557,cluster-staging,devexp,metrics-extractor-to-datalake,spinnaker+helm-rails,metrics-extractor-to-datalake,ingress metrics-extractor-to-datalake,,,rails-0.4.22.tgz,rails-style,metrics-extractor-to-datalake.staging.rdops.systems,
staging-234557,cluster-staging,devexp,oraculo-metrics-extractor,spinnaker+helm-rails,oraculo-metrics-extractor,ingress oraculo-metrics-extractor,,,rails-0.5.3.tgz,rails-style,oraculo-metrics-extractor.staging.rdops.systems,
staging-234557,cluster-staging,devexp,oraculo-staging,spinnaker+helm-rails,,,,,,rails-style,oraculo.staging.rdops.systems,
staging-234557,cluster-staging,devexp,rdsm-deploy-metrics-collector,spinnaker+helm-rails,rdsm-deploy-metrics-collector,ingress rdsm-deploy-metrics-collector,,,rails-0.5.3.tgz,rails-style,rdsm-deploy-metrics-collector.staging.rdops.systems,https://github.com/resultadosdigitais/rdsm-deploy-metrics-collector
staging-234557,cluster-staging,devexp,rocknrollout2,spinnaker+helm-rails,rocknrollout2,ingress rocknrollout2,,,rails-0.5.3.tgz,rails-style,rocknrollout2.staging.rdops.systems,
staging-234557,cluster-staging,elasticsearch,kibana-es-cm-staging,manual,,,,,,lens/freelens,kibana-es-cm-staging.staging.rdops.systems,
staging-234557,cluster-staging,email,buz,spinnaker+manifesto,buzz,ingress buz,,,,buzz,buz.staging.rdops.systems,
staging-234557,cluster-staging,email,buzz,spinnaker+manifesto,buzz,ingress buzz,,,,buzz,buzz.staging.rdops.systems,
staging-234557,cluster-staging,email,cortex,spinnaker+helm-rails,cortex,ingress cortex,,,rails-0.5.1.tgz,rails-style,cortex.staging.rdops.systems,https://github.com/resultadosdigitais/cortex
staging-234557,cluster-staging,email,email-validator,spinnaker+helm-rails,email-validator,ingress email-validator,,,rails-0.5.1.tgz,rails-style,email-validator-staging.rdstation.com.br,https://github.com/resultadosdigitais/email-validator
staging-234557,cluster-staging,email,email-validator-wh-billing,spinnaker+helm-rails,email-validator,ingress email-validator-wh-billing,,,rails-0.5.1.tgz,rails-style,email-validator-staging.rdstation.com.br,https://github.com/resultadosdigitais/email-validator
staging-234557,cluster-staging,email,email-validator-wh-exact,spinnaker+helm-rails,email-validator,ingress email-validator-wh-exact,,,rails-0.5.1.tgz,rails-style,email-validator-staging.rdstation.com.br,https://github.com/resultadosdigitais/email-validator
staging-234557,cluster-staging,email,email-validator-wh-pubsub,spinnaker+helm-rails,email-validator,ingress email-validator-wh-pubsub,,,rails-0.5.1.tgz,rails-style,email-validator-staging.rdstation.com.br,https://github.com/resultadosdigitais/email-validator
staging-234557,cluster-staging,email,holmes,spinnaker+manifesto,holmes,ingress holmes,,,,holmes,holmes.staging.rdops.systems,
staging-234557,cluster-staging,email,ipconfig,spinnaker+manifesto,ipconfig,ingress ipconfig,,,,ipconfig,ipconfig.staging.rdops.systems,
staging-234557,cluster-staging,email,neek-api,spinnaker+manifesto,neekapi,ingress neek-api,,,,neekapi,neek-api.staging.rdops.systems,
staging-234557,cluster-staging,email,notify-api,spinnaker+manifesto,notify-api,ingress notify-api,,,go-app-0.3.9.tgz,notify-api,notify-api-staging.rdstation.com.br,
staging-234557,cluster-staging,email,rd-chat-api-internal,spinnaker+manifesto,rd-chat-api,ingress rd-chat-api-internal,,,,rd-chat-api,rd-chat-api-internal.staging.rdops.systems,
staging-234557,cluster-staging,email,rd-chat-api-tallos,spinnaker+manifesto,rd-chat-api,ingress rd-chat-api-tallos,,,,rd-chat-api,rd-chat-api-tallos-stg.rdops.systems,
staging-234557,cluster-staging,email,rd-chat-bot,spinnaker+helm-rails,rd-chatbot,ingress rd-chat-bot,,,rails-0.5.3.tgz,rails-style,rd-chat-bot.staging.rdops.systems,
staging-234557,cluster-staging,email,rd-chat-hook,spinnaker+manifesto,rd-chat-hook,ingress rd-chat-hook,,,,rd-chat-hook,rd-chat-hook-staging.rdstation.com.br,
staging-234557,cluster-staging,email,rd-whatsapp-console,spinnaker+helm-rails,rd-whatsapp-console,ingress rd-whatsapp-console,,,rails-0.5.5.tgz,rails-style,mensagens-stg.rdstation.com,
staging-234557,cluster-staging,es-testes,kibana-crm,spinnaker+helm-rails,crm,ingress kibana-crm,,,eck-elasticsearch-0.3.0.tgz,rails-style,kibana-crm.staging-poc2.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,frontend,tangram-website,outros,,,,,,,tangram-staging-v1.rdstation.com.br,
staging-234557,cluster-staging,fronthub,datadog-workshop,spinnaker+helm-rails,pocs-rogerio,ingress datadog-workshop,,,,rails-style,datadog-workshop.staging.rdops.systems,
staging-234557,cluster-staging,fronthub,front-hub-internal-rdops-systems,spinnaker+helm-rdsm,front-hub,ingress front-hub-internal-rdops-systems,,front-hub-0.2.5,,front-hub-0.2.5,front-hub-internal-service-staging.rdops.systems,https://github.com/ResultadosDigitais/helm
staging-234557,cluster-staging,fronthub,front-hub-rdos-systems,spinnaker+helm-rdsm,front-hub,ingress front-hub-rdos-systems,,front-hub-0.2.5,,front-hub-0.2.5,front-hub-staging.rdops.systems,https://github.com/ResultadosDigitais/helm
staging-234557,cluster-staging,fronthub,front-hub-staging.rdstation.com.br,spinnaker+helm-rdsm,front-hub,ingress front-hub-staging.rdstation.com.br,,front-hub-0.2.5,,front-hub-0.2.5,front-hub-staging.rdstation.com.br,https://github.com/ResultadosDigitais/helm
staging-234557,cluster-staging,ingress-nginx,catch-all-deny-ingress,manual,,,,,,lens/freelens,,
staging-234557,cluster-staging,insights,ai-platform-builder,spinnaker+helm-rails,ai-platform-builder,ingress ai-platform-builder,,,rails-0.5.3.tgz,rails-style,stg.agentes.rdstation.com|www.stg.agentes.rdstation.com,https://github.com/ResultadosDigitais/ai-platform
staging-234557,cluster-staging,insights,ai-platform-builder-app,spinnaker+helm-rails,ai-platform-builder,ingress ai-platform-builder-app,,,rails-0.5.3.tgz,rails-style,stg.agentes.rdstation.com|www.stg.agentes.rdstation.com,https://github.com/ResultadosDigitais/ai-platform
staging-234557,cluster-staging,insights,ai-platform-litellm,spinnaker+helm-externo,ai-platform,ingress ai-platform-litellm,,litellm-0.1.824,,litellm-0.1.824,inference.staging.rdops.systems,https://github.com/ResultadosDigitais/ai-platform
staging-234557,cluster-staging,insights,crm-mcp,spinnaker+helm-rails,crm-mcp,ingress crm-mcp,,,rails-0.5.3.tgz,rails-style,crm-mcp.staging.rdops.systems,https://github.com/ResultadosDigitais/crm-mcp
staging-234557,cluster-staging,insights,executive-agent,spinnaker+helm-rails,executive-agent,ingress executive-agent,,,rails-0.5.3.tgz,rails-style,executive-agent.staging.rdops.systems,https://github.com/resultadosdigitais/executive-agent
staging-234557,cluster-staging,insights,inngest,spinnaker+helm-externo,ai-platform-inngest,ingress inngest,,inngest-0.1.1,,inngest-0.1.1,inngest.staging.rdops.systems,https://github.com/ResultadosDigitais/ai-platform
staging-234557,cluster-staging,insights,inngest-public,spinnaker+helm-externo,ai-platform-inngest,ingress inngest-public,,inngest-0.1.1,,inngest-0.1.1,inngest.staging.rdops.systems,https://github.com/ResultadosDigitais/ai-platform
staging-234557,cluster-staging,insights,insights-platform-api,spinnaker+helm-rails,insights-platform-api,ingress insights-platform-api,,,rails-0.6.1.tgz,rails-style,insights-platform-api-test.staging.rdops.systems,https://github.com/resultadosdigitais/insights-platform-api
staging-234557,cluster-staging,insights,insights-platform-api-v2,spinnaker+helm-rails,insights-platform-api,ingress insights-platform-api-v2,,,rails-0.6.1.tgz,rails-style,insights-platform-api-v3.staging.rdops.systems,https://github.com/resultadosdigitais/insights-platform-api
staging-234557,cluster-staging,insights,insights-platform-api-v2-v2,spinnaker+helm-rails,insights-platform-api,ingress insights-platform-api-v2-v2,,,rails-0.6.1.tgz,rails-style,insights-platform-api-v4.staging.rdops.systems,https://github.com/resultadosdigitais/insights-platform-api
staging-234557,cluster-staging,insights,marketing-copilot,spinnaker+helm-rails,marketing-copilot,ingress marketing-copilot,,,rails-0.5.3.tgz,rails-style,marketing-copilot.staging.rdops.systems,https://github.com/ResultadosDigitais/marketing-copilot
staging-234557,cluster-staging,insights,marketing-copilot-public,spinnaker+helm-rails,marketing-copilot,ingress marketing-copilot-public,,,rails-0.5.3.tgz,rails-style,marketing-copilot.staging.rdops.systems,https://github.com/ResultadosDigitais/marketing-copilot
staging-234557,cluster-staging,insights,marketing-mcp,spinnaker+helm-rails,marketing-mcp,ingress marketing-mcp,,,rails-0.5.3.tgz,rails-style,marketing-mcp.staging.rdops.systems,https://github.com/ResultadosDigitais/marketing-mcp
staging-234557,cluster-staging,insights,rds-crm-copilot,spinnaker+helm-rails,rds-crm-copilot,ingress rds-crm-copilot,,,rails-0.5.3.tgz,rails-style,rds-crm-copilot.staging.rdops.systems,https://github.com/ResultadosDigitais/rds-crm-copilot
staging-234557,cluster-staging,insights,rds-crm-copilot-public,spinnaker+helm-rails,rds-crm-copilot,ingress rds-crm-copilot-public,,,rails-0.5.3.tgz,rails-style,rds-crm-copilot.staging.rdops.systems,https://github.com/ResultadosDigitais/rds-crm-copilot
staging-234557,cluster-staging,insights,rdsc-copilot,spinnaker+helm-rails,rdsc-copilot,ingress rdsc-copilot,,,rails-0.5.3.tgz,rails-style,rdsc-copilot.staging.rdops.systems,https://github.com/ResultadosDigitais/rdsc-copilot
staging-234557,cluster-staging,insights,rudi-api,spinnaker+helm-rails,rudi-api,ingress rudi-api,,,rails-0.5.3.tgz,rails-style,rudi-api.staging.rdops.systems,https://github.com/resultadosdigitais/rudi
staging-234557,cluster-staging,kafka01,kafka-ui,outros,,,,,,,dashboard-kafka.staging.rdops.systems,
staging-234557,cluster-staging,kong-system,kong-ingress-controller-kong-admin,spinnaker+helm-externo,kong,ingress kong-ingress-controller-kong-admin,,kong-2.49.0,,kong-2.49.0,kong-admin-poc-staging.rdops.systems,https://github.com/resultadosdigitais/api-gateway
staging-234557,cluster-staging,kong-system,kong-ingress-controller-kong-manager,spinnaker+helm-externo,kong,ingress kong-ingress-controller-kong-manager,,kong-2.49.0,,kong-2.49.0,kong-manager-poc-staging.rdops.systems,https://github.com/resultadosdigitais/api-gateway
staging-234557,cluster-staging,kong,api-gateway-new-with-nginx,manual,,,,,,lens/freelens,*.rdstation.com.br|*.rdstation.com|*.rd.services|*.rdops.systems|*.staging.rdops.systems,
staging-234557,cluster-staging,kong,kong-admin,manual,,,,,,lens/freelens,kong-admin-internal.staging.rdops.systems,
staging-234557,cluster-staging,kong,kong-admin-ingress,outros,,,,,,,kong-admin-external.staging.rdops.systems,
staging-234557,cluster-staging,kong,kong-proxy,manual,,,,,,lens/freelens,kong-proxy-internal.staging.rdops.systems,
staging-234557,cluster-staging,kong,kongadmin,manual,,,,,,lens/freelens,konga-staging.rdops.systems,
staging-234557,cluster-staging,leadgen,event-harbor,spinnaker+helm-rails,event-harbor,ingress event-harbor,,,go-app-0.6.0.tgz,rails-style,event-harbor.staging.rdops.systems,
staging-234557,cluster-staging,leadgen,webpusher,spinnaker+helm-rails,webpusher,ingress webpusher,,,go-app-0.6.0.tgz,rails-style,webpusher.staging.rdops.systems,
staging-234557,cluster-staging,mirror-test,echo-ingress,outros,,,,,,,echo.local,
staging-234557,cluster-staging,moteam,galaga,spinnaker+manifesto,galaga,ingress galaga,,,,galaga,galaga-staging.rdstation.com.br,
staging-234557,cluster-staging,multi,multichannel-api,spinnaker+helm-rails,multichannel-api,ingress multichannel-api,,,rails-0.5.1.tgz,rails-style,multichannel-api.staging.rdops.systems,
staging-234557,cluster-staging,n8n,n8n-ingress,outros,,,,,,,n8n-playground.rdops.systems,
staging-234557,cluster-staging,ops-central,monitor-history,spinnaker+helm-rails,monitor-history,ingress monitor-history,,,rails-0.5.3.tgz,rails-style,monitor-history.staging.rdops.systems,https://github.com/resultadosdigitais/monitor-history
staging-234557,cluster-staging,oraculo-agent-staging,oraculo-agent,spinnaker+manifesto,oraculo-agent,ingress oraculo-agent,,,,oraculo-agent,oraculo-agent.staging.rdops.systems,
staging-234557,cluster-staging,platagen2520,flask-ingress,spinnaker+manifesto,kong,ingress flask-ingress,,,kong-1.17.0.tgz,kong,poc-romao-flask.rdops.systems,https://github.com/resultadosdigitais/api-gateway
staging-234557,cluster-staging,platform,schema-api-internal,spinnaker+helm-rdsm,,,,,,rdsm-style,schema-api.staging.rdops.systems,
staging-234557,cluster-staging,plg,chat-backend,manual,,,,,,lens/freelens,chat-staging.rd.services,
staging-234557,cluster-staging,plg,preview-whatsfree,spinnaker+helm-rails,preview-whatsfree,ingress preview-whatsfree,,,rails-0.5.3.tgz,rails-style,preview-whatsfree.staging.rdops.systems,
staging-234557,cluster-staging,plg,todo-list,manual,,,,,,lens/freelens,todo-list-staging.rd.services,
staging-234557,cluster-staging,rd-sms,account-api,spinnaker+helm-rails,rd-sms,ingress account-api,,,rails-0.5.1.tgz,rails-style,sms-staging.rdops.systems,https://github.com/resultadosdigitais/rd-sms-fake-api
staging-234557,cluster-staging,rd-sms,webhook-billing,spinnaker+helm-rails,rd-sms,ingress webhook-billing,,,rails-0.5.1.tgz,rails-style,sms-staging.rdops.systems,https://github.com/resultadosdigitais/rd-sms-fake-api
staging-234557,cluster-staging,rd-sms,webhook-pubsub,spinnaker+helm-rails,rd-sms,ingress webhook-pubsub,,,rails-0.5.1.tgz,rails-style,sms-staging.rdops.systems,https://github.com/resultadosdigitais/rd-sms-fake-api
staging-234557,cluster-staging,rd360-entities,objects-api,spinnaker+helm-rails,objects-api,ingress objects-api,,,rails-0.6.3.tgz,rails-style,objects-api.staging.rdops.systems,
staging-234557,cluster-staging,rdsm,rdsm-email,outros,,,,,,,app-staging.rdstation.email,
staging-234557,cluster-staging,rdsm,rdsm-email-validator,spinnaker+manifesto,rdsm,ingress rdsm-email-validator,,,rdsm-${parameters.helm_version}.tgz,rdsm,app-staging.rdstation.com.br,https://github.com/resultadosdigitais/rdstation
staging-234557,cluster-staging,rdsm,rdsm-web-api,spinnaker+manifesto,rdsm,ingress rdsm-web-api,,,rdsm-${parameters.helm_version}.tgz,rdsm,internal-web-api-staging.rdops.systems,https://github.com/resultadosdigitais/rdstation
staging-234557,cluster-staging,rdsm,rdsm-web-webhook,outros,,,,,,,app-staging.rdstation.com.br,
staging-234557,cluster-staging,rdsm,rdsm-web-whitelist-mario,outros,,,,,,,app-staging.rdstation.com.br,
staging-234557,cluster-staging,rdsm,rdsm-web-with-whitelist,outros,,,,,,,app-staging.rdstation.com.br,
staging-234557,cluster-staging,rdsm,staging,outros,,,,,,,staging.rdstation.com.br,
staging-234557,cluster-staging,rdsm,web,manual,,,,,,lens/freelens,app-staging.rdstation.com.br,
staging-234557,cluster-staging,rdsm,web-signup-user,manual,,,,,,lens/freelens,app-staging.rdstation.com.br,
staging-234557,cluster-staging,review-6003-crmcruj,review-6003-crmcruj,spinnaker+helm-rails,crm,ingress review-6003-crmcruj,,,eck-elasticsearch-0.3.0.tgz,rails-style,review-6003-crmcruj.staging.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,review-6003-crmcruj,review-6003-crmcruj-internal,spinnaker+helm-rails,crm,ingress review-6003-crmcruj-internal,,,eck-elasticsearch-0.3.0.tgz,rails-style,review-6003-crmcruj-internal.staging.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,review-crmgrowt3481,review-crmgrowt3481,spinnaker+helm-rails,crm,ingress review-crmgrowt3481,,,eck-elasticsearch-0.3.0.tgz,rails-style,review-crmgrowt3481.staging.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,review-crmgrowt3481,review-crmgrowt3481-internal,spinnaker+helm-rails,crm,ingress review-crmgrowt3481-internal,,,eck-elasticsearch-0.3.0.tgz,rails-style,review-crmgrowt3481-internal.staging.rdstation.com.br,https://github.com/ResultadosDigitais/rds-crm
staging-234557,cluster-staging,rms,cap-hook,spinnaker+manifesto,cap-hook,ingress cap-hook,,,,cap-hook,cap-hook-staging.rdstation.com.br,
staging-234557,cluster-staging,rms,contas-staging,spinnaker+manifesto,saas-internal,ingress contas-staging,,,rabbitmq-12.6.1.tgz,saas-internal,contas-staging.rdstation.com.br|billing-staging.rdstation.com.br|contas-staging2.rdstation.com.br|rmq-contas-staging.rdops.systems|amqp-contas.staging.rdops.systems,https://github.com/ResultadosDigitais/helm
staging-234557,cluster-staging,rms,partnership,spinnaker+manifesto,partnership,ingress partnership,,,,partnership,partnership.rd.services,
staging-234557,cluster-staging,rms,partnership-staging,manual,,,,,,lens/freelens,partnership-staging.rd.services,
staging-234557,cluster-staging,rms,rabbitmq-cluster,spinnaker+helm-externo,saas-internal,ingress rabbitmq-cluster,,rabbitmq-12.6.1,,rabbitmq-12.6.1,rmq-stats-billing-staging.rdops.systems|rmq-billing-staging.rdops.systems,https://github.com/ResultadosDigitais/helm
staging-234557,cluster-staging,rms,rd-contas-smart-retry-staging,spinnaker+manifesto,alumni,ingress rd-contas-smart-retry-staging,,,,alumni,rd-contas-smart-retry-staging.rdstation.com.br,
staging-234557,cluster-staging,rms,subscription-manager-api,spinnaker+manifesto,subscription-manager-api,ingress subscription-manager-api,,,,subscription-manager-api,rd-subscriber-staging.rdstation.com.br,
staging-234557,cluster-staging,sre,internal-ingress,spinnaker+manifesto,rails-template,ingress internal-ingress,,,,rails-template,out-teach.staging.rdops.systems,
staging-234557,cluster-staging,sre,sidekiq-dashboard,spinnaker+manifesto,sidekiq-dashboard,ingress sidekiq-dashboard,,,,sidekiq-dashboard,sidekiq-staging.rdops.systems,
staging-234557,cluster-staging,support,incident-io-ruby-client,spinnaker+helm-rails,incident-io-ruby-client,ingress incident-io-ruby-client,,,rails-0.4.18.tgz,rails-style,incident-io-ruby-client.staging.rdops.systems,https://github.com/resultadosdigitais/incident-io-ruby-client
staging-234557,cluster-staging,support,toolbelt,spinnaker+manifesto,toolbelt,ingress toolbelt,,,,toolbelt,toolbelt-staging.rdstation.com.br,
staging-234557,cluster-staging,support,toolbeltemailstats,outros,,,,,,,toolbeltemailstats-staging.rd.services,
staging-234557,cluster-staging,wpp,wppaddon-api,spinnaker+helm-rails,wppaddon-api,ingress wppaddon-api,,,rails-0.5.1.tgz,rails-style,wppaddon-api.staging.rdops.systems,https://github.com/resultadosdigitais/wppaddon-api
